"Title","Desc","Type","BodyPart","Equipment","Level","Rating","RatingDesc","Title_Original","BodyPart_Original","Equipment_Original","HasRating","RatingCategory","ComplexityScore","DescLength","ShortDesc"
"Suspended oblique crunch","The suspended oblique crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the obliques, but also the rectus abdominis or ""six-pack"" muscles, the shoulders, and deep core muscles.","Strength","Abdominals","Other","Intermediate",NA,"","Suspended oblique crunch","Abdominals","Other",FALSE,"Nie oceniono",3,281,"The suspended oblique crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap syst..."
"Weighted sit-up","The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.","Strength","Abdominals","Other","Intermediate",NA,"","Weighted sit-up","Abdominals","Other",FALSE,"Nie oceniono",3,245,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight ..."
"30 Decline Press Sit-Up","The decline bar press sit-up is a core and upper body exercise targeting the lower abdominals and shoulders.","Strength","Abdominals","Other","Intermediate",NA,"","30 Decline Press Sit-Up","Abdominals","Other",FALSE,"Nie oceniono",3,108,"The decline bar press sit-up is a core and upper body exercise targeting the lower abdominals and shoulders."
"Standing cable low-to-high twist","The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.","Strength","Abdominals","Cable","Intermediate",9.3,"Average","Standing cable low-to-high twist","Abdominals","Cable",TRUE,"Doskonałe (9.0+)",2.5,325,"The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to pe..."
"Single-arm high-cable side bend","The single-arm high-cable side bend is an exercise targeting the obliques using a cable stack machine.","Strength","Abdominals","Cable","Intermediate",9.1,"Average","Single-arm high-cable side bend","Abdominals","Cable",TRUE,"Doskonałe (9.0+)",2.5,102,"The single-arm high-cable side bend is an exercise targeting the obliques using a cable stack machine."
"Kneeling cable oblique crunch","The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher.","Strength","Abdominals","Cable","Intermediate",9,"Average","Kneeling cable oblique crunch","Abdominals","Cable",TRUE,"Doskonałe (9.0+)",2.5,355,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kne..."
"Kneeling cable crunch","The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.","Strength","Abdominals","Cable","Intermediate",8.9,"Average","Kneeling cable crunch","Abdominals","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,365,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on..."
"Rope Crunch","The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.","Strength","Abdominals","Cable","Intermediate",8.6,"Average","Rope Crunch","Abdominals","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,361,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on..."
"Standing cable crunch","The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.","Strength","Abdominals","Cable","Intermediate",8.6,"Average","Standing cable crunch","Abdominals","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,321,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus ..."
"Standing Cable Wood Chop","The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.","Strength","Abdominals","Cable","Intermediate",8.2,"Average","Standing Cable Wood Chop","Abdominals","Cable",TRUE,"Bardzo dobre (8.0-8.9)",2.5,104,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques."
"reverse crunch","The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.","Strength","Abdominals","Cable","Beginner",8.2,"Average","Cable reverse crunch","Abdominals","Cable",TRUE,"Bardzo dobre (8.0-8.9)",1.5,137,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdomin..."
"Pallof press with rotation","The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.","Strength","Abdominals","Cable","Intermediate",7.9,"Average","Pallof press with rotation","Abdominals","Cable",TRUE,"Dobre (7.0-7.9)",2.5,321,"The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from ..."
"Exercise Ball Cable Crunch - Gethin Variation","The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.","Strength","Abdominals","Cable","Intermediate",NA,"","Exercise Ball Cable Crunch - Gethin Variation","Abdominals","Cable",FALSE,"Nie oceniono",2.5,342,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by..."
"Standing cable high-to-low twist","The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.","Strength","Abdominals","Cable","Intermediate",NA,"","Standing cable high-to-low twist","Abdominals","Cable",FALSE,"Nie oceniono",2.5,325,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to pe..."
"Standing Cable Crunch - Gethin Variation","The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.","Strength","Abdominals","Cable","Intermediate",NA,"","Standing Cable Crunch - Gethin Variation","Abdominals","Cable",FALSE,"Nie oceniono",2.5,317,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus ..."
"AM Cable Crunch","The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.","Strength","Abdominals","Cable","Intermediate",NA,"","AM Cable Crunch","Abdominals","Cable",FALSE,"Nie oceniono",2.5,361,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on..."
